population	dam	sire	id	cohort	block_germination	date_sow	date_germination	block_garden	initial_size_mm	winter_survival_boolean	time_to_germination_days
WFM	WFM03	WFM02	WFM_03_02	south	south_N	2015-08-23	2015-09-02	south_N	38.08	TRUE	10
CUR	CUR01	CUR13	CUR_01_13	south	south_N	2015-08-23	2015-08-29	south_N	61.14	TRUE	6
RCK	RCK03	RCK15	RCK_03_15	south	south_N	2015-08-23	2015-09-02	south_N	25.9	TRUE	10
LIJ	LIJ01	LIJ13	LIJ_01_13	south	south_N	2015-08-23	2015-08-30	south_N	44.76	TRUE	7
RCK	RCK04	RCK03	RCK_04_03	south	south_N	2015-08-23	2015-09-03	south_N	15.57	TRUE	11
CUR	CUR10	CUR08	CUR_10_08	south	south_N	2015-08-23	2015-08-31	south_N	46.75	TRUE	8
WFM	WFM12	WFM10	WFM_12_10	south	south_N	2015-08-23	2015-08-30	south_N	43.33	TRUE	7
CUR	CUR05	CUR03	CUR_05_03	south	south_N	2015-08-23	2015-08-30	south_N	40.39	TRUE	7
RCK	RCK14	RCK11	RCK_14_11	south	south_N	2015-08-23	2015-09-03	south_N	34.71	TRUE	11
WFM	WFM07	WFM03	WFM_07_03	south	south_N	2015-08-23	2015-08-30	south_N	32.18	TRUE	7
LIJ	LIJ05	LIJ15	LIJ_05_15	south	south_N	2015-08-23	2015-09-03	NA	NA	NA	11
WFM	WFM06	WFM03	WFM_06_03	south	south_N	2015-08-23	2015-08-29	south_N	15.21	TRUE	6
RCK	RCK15	RCK13	RCK_15_13	south	south_N	2015-08-23	2015-09-02	south_N	39.66	TRUE	10
WFM	WFM02	WFM13	WFM_02_13	south	south_N	2015-08-23	2015-08-29	south_N	35.53	TRUE	6
LIJ	LIJ09	LIJ06	LIJ_09_06	south	south_N	2015-08-23	2015-08-31	south_N	35.02	TRUE	8
NMT	NMT01	NMT14	NMT_01_14	south	south_N	2015-08-23	2015-08-31	south_N	61.4	TRUE	8
RCK	RCK14	RCK13	RCK_14_13	south	south_N	2015-08-23	2015-09-03	south_N	14.64	TRUE	11
RCK	RCK12	RCK10	RCK_12_10	south	south_N	2015-08-23	2015-09-01	south_N	37.21	TRUE	9
RCK	RCK06	RCK05	RCK_06_05	south	south_N	2015-08-23	2015-09-01	south_N	30.58	TRUE	9
LIJ	LIJ08	LIJ06	LIJ_08_06	south	south_N	2015-08-23	2015-08-31	south_N	27.27	TRUE	8
RCK	RCK05	RCK04	RCK_05_04	south	south_N	2015-08-23	2015-09-04	south_N	20.77	TRUE	12
NMT	NMT05	NMT02	NMT_05_02	south	south_N	2015-08-23	2015-08-30	south_N	29.57	TRUE	7
NMT	NMT10	NMT09	NMT_10_09	south	south_N	2015-08-23	2015-08-30	south_N	20.02	TRUE	7
WFM	WFM06	WFM04	WFM_06_04	south	south_N	2015-08-23	2015-08-31	south_N	45.21	TRUE	8
RCK	RCK09	RCK06	RCK_09_06	south	south_N	2015-08-23	2015-09-20	NA	NA	NA	28
WFM	WFM04	WFM15	WFM_04_15	south	south_N	2015-08-23	2015-08-31	south_N	45.8	TRUE	8
LIJ	LIJ13	LIJ11	LIJ_13_11	south	south_N	2015-08-23	2015-08-31	south_N	30.81	TRUE	8
WFM	WFM03	WFM15	WFM_03_15	south	south_N	2015-08-23	2015-08-29	south_N	41.06	TRUE	6
WFM	WFM07	WFM05	WFM_07_05	south	south_N	2015-08-23	2015-08-29	south_N	35.95	TRUE	6
NMT	NMT03	NMT01	NMT_03_01	south	south_N	2015-08-23	2015-08-29	south_N	31.94	TRUE	6
LIJ	LIJ01	LIJ12	LIJ_01_12	south	south_N	2015-08-23	2015-09-03	south_N	12.72	TRUE	11
CUR	CUR09	CUR07	CUR_09_07	south	south_N	2015-08-23	2015-09-01	south_N	42.82	TRUE	9
CUR	CUR12	CUR09	CUR_12_09	south	south_N	2015-08-23	2015-08-29	south_N	55.91	TRUE	6
CUR	CUR09	CUR05	CUR_09_05	south	south_N	2015-08-23	2015-09-01	south_N	32.2	TRUE	9
CUR	CUR15	CUR11	CUR_15_11	south	south_N	2015-08-23	2015-08-30	south_N	35.58	TRUE	7
LIJ	LIJ12	LIJ09	LIJ_12_09	south	south_N	2015-08-23	2015-08-31	south_N	25.95	TRUE	8
WFM	WFM12	WFM09	WFM_12_09	south	south_N	2015-08-23	2015-08-29	south_N	33.65	TRUE	6
LIJ	LIJ15	LIJ13	LIJ_15_13	south	south_N	2015-08-23	2015-08-31	south_N	24.51	TRUE	8
CUR	CUR12	CUR08	CUR_12_08	south	south_N	2015-08-23	2015-08-31	south_N	34.58	TRUE	8
NMT	NMT12	NMT11	NMT_12_11	south	south_N	2015-08-23	2015-08-29	south_N	28.55	TRUE	6
CUR	CUR09	CUR06	CUR_09_06	south	south_N	2015-08-23	2015-08-30	south_N	34.9	TRUE	7
NMT	NMT02	NMT15	NMT_02_15	south	south_N	2015-08-23	2015-08-30	south_N	41.59	TRUE	7
WFM	WFM07	WFM04	WFM_07_04	south	south_N	2015-08-23	2015-08-30	south_N	46.97	TRUE	7
NMT	NMT10	NMT08	NMT_10_08	south	south_N	2015-08-23	2015-08-30	south_N	47.72	TRUE	7
NMT	NMT03	NMT15	NMT_03_15	south	south_N	2015-08-23	2015-08-30	south_N	24.28	TRUE	7
NMT	NMT11	NMT10	NMT_11_10	south	south_N	2015-08-23	2015-08-29	south_N	37.26	TRUE	6
CUR	CUR08	CUR06	CUR_08_06	south	south_N	2015-08-23	2015-08-30	south_N	28.38	TRUE	7
NMT	NMT06	NMT03	NMT_06_03	south	south_N	2015-08-23	2015-08-31	south_N	30.58	TRUE	8
LIJ	LIJ05	LIJ02	LIJ_05_02	south	south_N	2015-08-23	2015-09-02	south_N	32.78	TRUE	10
LIJ	LIJ08	LIJ05	LIJ_08_05	south	south_N	2015-08-23	2015-09-12	NA	NA	NA	20
CUR	CUR01	CUR12	CUR_01_12	south	south_N	2015-08-23	2015-09-01	south_N	52.61	TRUE	9
LIJ	LIJ13	LIJ10	LIJ_13_10	south	south_N	2015-08-23	2015-09-04	south_N	43.59	TRUE	12
NMT	NMT13	NMT11	NMT_13_11	south	south_N	2015-08-23	2015-08-30	south_N	39.67	TRUE	7
CUR	CUR11	CUR09	CUR_11_09	south	south_N	2015-08-23	2015-08-31	south_N	45.28	TRUE	8
WFM	WFM10	WFM09	WFM_10_09	south	south_N	2015-08-23	2015-08-30	south_N	32.67	TRUE	7
NMT	NMT10	NMT07	NMT_10_07	south	south_N	2015-08-23	2015-08-30	south_N	29.92	TRUE	7
CUR	CUR04	CUR15	CUR_04_15	south	south_N	2015-08-23	2015-09-01	south_N	35.8	TRUE	9
CUR	CUR15	CUR12	CUR_15_12	south	south_N	2015-08-23	2015-09-01	NA	NA	NA	9
RCK	RCK10	RCK09	RCK_10_09	south	south_N	2015-08-23	2015-08-31	south_N	37.65	TRUE	8
RCK	RCK07	RCK06	RCK_07_06	south	south_N	2015-08-23	2015-09-06	NA	NA	NA	14
LIJ	LIJ05	LIJ01	LIJ_05_01	south	south_N	2015-08-23	2015-08-31	south_N	36.24	TRUE	8
NMT	NMT08	NMT07	NMT_08_07	south	south_N	2015-08-23	2015-08-31	south_N	27.43	TRUE	8
NMT	NMT03	NMT02	NMT_03_02	south	south_N	2015-08-23	2015-08-29	south_N	NA	FALSE	6
CUR	CUR10	CUR06	CUR_10_06	south	south_N	2015-08-23	2015-08-30	south_N	41.27	TRUE	7
RCK	RCK10	RCK08	RCK_10_08	south	south_N	2015-08-23	2015-09-03	NA	NA	NA	11
NMT	NMT15	NMT14	NMT_15_14	south	south_N	2015-08-23	2015-08-30	south_N	27.86	TRUE	7
NMT	NMT12	NMT10	NMT_12_10	south	south_N	2015-08-23	2015-08-29	south_N	58.41	TRUE	6
RCK	RCK11	RCK09	RCK_11_09	south	south_N	2015-08-23	2015-09-01	south_N	10.26	TRUE	9
WFM	WFM14	WFM12	WFM_14_12	south	south_N	2015-08-23	2015-08-29	south_N	42.66	TRUE	6
LIJ	LIJ12	LIJ08	LIJ_12_08	south	south_N	2015-08-23	2015-08-30	south_N	28.82	TRUE	7
CUR	CUR02	CUR13	CUR_02_13	south	south_N	2015-08-23	2015-08-30	south_N	24.85	TRUE	7
NMT	NMT01	NMT13	NMT_01_13	south	south_N	2015-08-23	2015-08-31	south_N	36.19	TRUE	8
LIJ	LIJ06	LIJ02	LIJ_06_02	south	south_N	2015-08-23	2015-09-01	south_N	34.25	TRUE	9
WFM	WFM13	WFM12	WFM_13_12	south	south_N	2015-08-23	2015-08-29	south_N	42.2	TRUE	6
NMT	NMT06	NMT04	NMT_06_04	south	south_N	2015-08-23	2015-09-03	south_N	35.09	TRUE	11
RCK	RCK08	RCK06	RCK_08_06	south	south_N	2015-08-23	2015-09-02	south_N	26.8	TRUE	10
LIJ	LIJ11	LIJ08	LIJ_11_08	south	south_N	2015-08-23	2015-08-31	south_N	27.67	TRUE	8
CUR	CUR07	CUR04	CUR_07_04	south	south_N	2015-08-23	2015-08-29	south_N	46.66	TRUE	6
RCK	RCK15	RCK12	RCK_15_12	south	south_N	2015-08-23	2015-08-30	south_N	28.15	TRUE	7
NMT	NMT13	NMT10	NMT_13_10	south	south_N	2015-08-23	2015-09-01	south_N	32.26	TRUE	9
NMT	NMT08	NMT05	NMT_08_05	south	south_N	2015-08-23	2015-09-01	south_N	17.14	TRUE	9
NMT	NMT01	NMT15	NMT_01_15	south	south_N	2015-08-23	2015-09-01	south_N	38.61	TRUE	9
WFM	WFM13	WFM11	WFM_13_11	south	south_N	2015-08-23	2015-09-02	south_N	24.13	TRUE	10
RCK	RCK01	RCK14	RCK_01_14	south	south_N	2015-08-23	2015-09-03	south_N	18.76	TRUE	11
LIJ	LIJ03	LIJ01	LIJ_03_01	south	south_N	2015-08-23	2015-08-31	south_N	24.11	TRUE	8
WFM	WFM14	WFM10	WFM_14_10	south	south_N	2015-08-23	2015-08-31	south_N	47.17	TRUE	8
LIJ	LIJ15	LIJ12	LIJ_15_12	south	south_N	2015-08-23	2015-09-02	south_N	20	TRUE	10
WFM	WFM13	WFM09	WFM_13_09	south	south_N	2015-08-23	2015-08-29	south_N	50.88	TRUE	6
WFM	WFM08	WFM05	WFM_08_05	south	south_N	2015-08-23	2015-08-30	south_N	40.18	TRUE	7
WFM	WFM04	WFM14	WFM_04_14	south	south_N	2015-08-23	2015-08-31	south_N	32.21	TRUE	8
NMT	NMT12	NMT09	NMT_12_09	south	south_N	2015-08-23	2015-08-29	south_N	38.41	TRUE	6
RCK	RCK02	RCK15	RCK_02_15	south	south_N	2015-08-23	2015-08-31	south_N	24.59	TRUE	8
RCK	RCK07	RCK05	RCK_07_05	south	south_N	2015-08-23	2015-09-01	south_N	34.35	TRUE	9
LIJ	LIJ14	LIJ11	LIJ_14_11	south	south_N	2015-08-23	2015-08-29	south_N	34.11	TRUE	6
NMT	NMT09	NMT06	NMT_09_06	south	south_N	2015-08-23	2015-08-31	south_N	24.56	TRUE	8
WFM	WFM09	WFM06	WFM_09_06	south	south_N	2015-08-23	2015-08-30	south_N	35.91	TRUE	7
RCK	RCK12	RCK11	RCK_12_11	south	south_N	2015-08-23	2015-08-30	south_N	24.17	TRUE	7
WFM	WFM15	WFM13	WFM_15_13	south	south_N	2015-08-23	2015-08-30	south_N	23.21	TRUE	7
LIJ	LIJ07	LIJ03	LIJ_07_03	south	south_N	2015-08-23	2015-08-31	south_N	34.58	TRUE	8
LIJ	LIJ07	LIJ05	LIJ_07_05	south	south_N	2015-08-23	2015-09-18	NA	NA	NA	26
CUR	CUR14	CUR12	CUR_14_12	south	south_N	2015-08-23	2015-08-31	south_N	44.17	TRUE	8
NMT	NMT09	NMT07	NMT_09_07	south	south_N	2015-08-23	2015-08-31	south_N	32.34	TRUE	8
RCK	RCK08	RCK05	RCK_08_05	south	south_N	2015-08-23	2015-09-03	NA	NA	NA	11
NMT	NMT07	NMT05	NMT_07_05	south	south_N	2015-08-23	2015-08-30	south_N	34.52	TRUE	7
CUR	CUR03	CUR01	CUR_03_01	south	south_N	2015-08-23	2015-08-30	south_N	31.14	TRUE	7
CUR	CUR02	CUR15	CUR_02_15	south	south_N	2015-08-23	2015-09-01	south_N	34.23	TRUE	9
CUR	CUR06	CUR02	CUR_06_02	south	south_N	2015-08-23	2015-08-31	south_N	53.41	TRUE	8
WFM	WFM11	WFM07	WFM_11_07	south	south_N	2015-08-23	2015-08-29	south_N	21.53	TRUE	6
NMT	NMT05	NMT03	NMT_05_03	south	south_N	2015-08-23	2015-08-30	south_N	42.25	TRUE	7
CUR	CUR06	CUR04	CUR_06_04	south	south_N	2015-08-23	2015-08-30	south_N	45.45	TRUE	7
CUR	CUR02	CUR14	CUR_02_14	south	south_N	2015-08-23	2015-09-01	south_N	38.89	TRUE	9
LIJ	LIJ03	LIJ14	LIJ_03_14	south	south_N	2015-08-23	2015-08-30	south_N	19.2	TRUE	7
NMT	NMT14	NMT12	NMT_14_12	south	south_N	2015-08-23	2015-08-29	south_N	17.3	TRUE	6
WFM	WFM05	WFM01	WFM_05_01	south	south_N	2015-08-23	2015-09-01	south_N	13.68	TRUE	9
WFM	WFM09	WFM07	WFM_09_07	south	south_N	2015-08-23	2015-09-01	south_N	33.84	TRUE	9
CUR	CUR01	CUR14	CUR_01_14	south	south_N	2015-08-23	2015-08-30	south_N	37.34	TRUE	7
WFM	WFM11	WFM08	WFM_11_08	south	south_N	2015-08-23	2015-08-30	south_N	57.21	TRUE	7
WFM	WFM12	WFM08	WFM_12_08	south	south_N	2015-08-23	2015-08-30	south_N	44.22	TRUE	7
NMT	NMT02	NMT01	NMT_02_01	south	south_N	2015-08-23	2015-08-31	south_N	28.16	TRUE	8
LIJ	LIJ14	LIJ10	LIJ_14_10	south	south_N	2015-08-23	2015-08-30	south_N	22.46	TRUE	7
NMT	NMT04	NMT03	NMT_04_03	south	south_N	2015-08-23	2015-08-31	south_N	34.66	TRUE	8
CUR	CUR07	CUR03	CUR_07_03	south	south_N	2015-08-23	2015-08-30	south_N	49.9	TRUE	7
RCK	RCK13	RCK10	RCK_13_10	south	south_N	2015-08-23	2015-09-07	south_N	29.18	TRUE	15
CUR	CUR08	CUR04	CUR_08_04	south	south_N	2015-08-23	2015-08-31	south_N	61.84	TRUE	8
LIJ	LIJ02	LIJ14	LIJ_02_14	south	south_N	2015-08-23	2015-09-07	NA	NA	NA	15
NMT	NMT15	NMT12	NMT_15_12	south	south_N	2015-08-23	2015-08-31	south_N	31.47	TRUE	8
NMT	NMT06	NMT05	NMT_06_05	south	south_N	2015-08-23	2015-09-02	south_N	53.3	TRUE	10
LIJ	LIJ06	LIJ01	LIJ_06_01	south	south_N	2015-08-23	2015-09-02	south_N	35.89	TRUE	10
NMT	NMT05	NMT04	NMT_05_04	south	south_N	2015-08-23	2015-08-30	south_N	50.18	TRUE	7
CUR	CUR13	CUR10	CUR_13_10	south	south_N	2015-08-23	2015-08-31	south_N	41.37	TRUE	8
WFM	WFM05	WFM03	WFM_05_03	south	south_N	2015-08-23	2015-09-03	south_N	40.12	TRUE	11
RCK	RCK01	RCK15	RCK_01_15	south	south_N	2015-08-23	2015-09-02	south_N	35.76	TRUE	10
CUR	CUR11	CUR08	CUR_11_08	south	south_N	2015-08-23	2015-08-31	south_N	33.01	TRUE	8
CUR	CUR13	CUR09	CUR_13_09	south	south_N	2015-08-23	2015-08-31	south_N	46.07	TRUE	8
LIJ	LIJ10	LIJ07	LIJ_10_07	south	south_N	2015-08-23	2015-09-02	south_N	28.05	TRUE	10
LIJ	LIJ07	LIJ02	LIJ_07_02	south	south_N	2015-08-23	2015-09-04	south_N	35.99	TRUE	12
CUR	CUR15	CUR13	CUR_15_13	south	south_N	2015-08-23	2015-09-01	south_N	30.52	TRUE	9
LIJ	LIJ08	LIJ03	LIJ_08_03	south	south_N	2015-08-23	2015-08-31	south_N	34.79	TRUE	8
WFM	WFM11	WFM10	WFM_11_10	south	south_N	2015-08-23	2015-08-31	south_N	31.12	TRUE	8
CUR	CUR03	CUR14	CUR_03_14	south	south_N	2015-08-23	2015-08-31	south_N	43.86	TRUE	8
LIJ	LIJ01	LIJ14	LIJ_01_14	south	south_N	2015-08-23	2015-08-31	south_N	15.27	TRUE	8
RCK	RCK01	RCK13	RCK_01_13	south	south_N	2015-08-23	2015-08-31	south_N	23.55	TRUE	8
NMT	NMT14	NMT13	NMT_14_13	south	south_N	2015-08-23	2015-08-30	south_N	35.2	TRUE	7
WFM	WFM06	WFM02	WFM_06_02	south	south_N	2015-08-23	2015-08-31	south_N	31.04	TRUE	8
WFM	WFM15	WFM14	WFM_15_14	south	south_N	2015-08-23	2015-08-30	south_N	38.33	TRUE	7
NMT	NMT04	NMT02	NMT_04_02	south	south_N	2015-08-23	2015-08-31	south_N	22.25	TRUE	8
WFM	WFM02	WFM15	WFM_02_15	south	south_N	2015-08-23	2015-08-29	south_N	41.39	TRUE	6
CUR	CUR14	CUR11	CUR_14_11	south	south_N	2015-08-23	2015-08-29	south_N	35.46	TRUE	6
WFM	WFM05	WFM04	WFM_05_04	south	south_N	2015-08-23	2015-09-10	NA	NA	NA	18
LIJ	LIJ15	LIJ11	LIJ_15_11	south	south_N	2015-08-23	2015-08-31	south_N	36.22	TRUE	8
NMT	NMT13	NMT12	NMT_13_12	south	south_O	2015-08-23	2015-08-28	south_O	38.29	TRUE	5
CUR	CUR12	CUR10	CUR_12_10	south	south_O	2015-08-23	2015-08-29	south_O	27.32	TRUE	6
CUR	CUR08	CUR05	CUR_08_05	south	south_O	2015-08-23	2015-08-29	south_O	27.36	TRUE	6
CUR	CUR03	CUR14	CUR_03_14	south	south_O	2015-08-23	2015-08-29	south_O	24.83	TRUE	6
LIJ	LIJ05	LIJ02	LIJ_05_02	south	south_O	2015-08-23	2015-08-31	south_O	16.41	TRUE	8
RCK	RCK06	RCK05	RCK_06_05	south	south_O	2015-08-23	2015-08-30	south_O	19.88	FALSE	7
WFM	WFM09	WFM07	WFM_09_07	south	south_O	2015-08-23	2015-08-29	south_O	21.48	TRUE	6
LIJ	LIJ13	LIJ10	LIJ_13_10	south	south_O	2015-08-23	2015-08-30	south_O	19.36	TRUE	7
CUR	CUR07	CUR03	CUR_07_03	south	south_O	2015-08-23	2015-08-29	south_O	36.83	TRUE	6
RCK	RCK11	RCK09	RCK_11_09	south	south_O	2015-08-23	2015-08-31	south_O	19.71	TRUE	8
RCK	RCK08	RCK06	RCK_08_06	south	south_O	2015-08-23	2015-09-05	south_O	25.14	FALSE	13
CUR	CUR09	CUR06	CUR_09_06	south	south_O	2015-08-23	2015-08-30	south_O	31.95	TRUE	7
CUR	CUR01	CUR13	CUR_01_13	south	south_O	2015-08-23	2015-08-29	south_O	25.97	TRUE	6
NMT	NMT12	NMT09	NMT_12_09	south	south_O	2015-08-23	2015-08-29	south_O	46.94	TRUE	6
LIJ	LIJ07	LIJ02	LIJ_07_02	south	south_O	2015-08-23	2015-08-30	south_O	23.52	TRUE	7
CUR	CUR09	CUR05	CUR_09_05	south	south_O	2015-08-23	2015-08-30	south_O	23.25	TRUE	7
WFM	WFM14	WFM10	WFM_14_10	south	south_O	2015-08-23	2015-08-29	south_O	26.49	TRUE	6
NMT	NMT14	NMT13	NMT_14_13	south	south_O	2015-08-23	2015-08-28	south_O	28.93	TRUE	5
CUR	CUR07	CUR04	CUR_07_04	south	south_O	2015-08-23	2015-08-29	south_O	37.15	TRUE	6
CUR	CUR06	CUR03	CUR_06_03	south	south_O	2015-08-23	2015-08-30	south_O	38.66	TRUE	7
LIJ	LIJ07	LIJ05	LIJ_07_05	south	south_O	2015-08-23	2015-08-31	south_O	38.36	TRUE	8
WFM	WFM08	WFM07	WFM_08_07	south	south_O	2015-08-23	2015-08-28	south_O	24.63	TRUE	5
CUR	CUR02	CUR14	CUR_02_14	south	south_O	2015-08-23	2015-08-31	NA	NA	NA	8
WFM	WFM11	WFM08	WFM_11_08	south	south_O	2015-08-23	2015-08-29	south_O	31.78	TRUE	6
NMT	NMT04	NMT01	NMT_04_01	south	south_O	2015-08-23	2015-08-29	south_O	26.77	TRUE	6
NMT	NMT05	NMT02	NMT_05_02	south	south_O	2015-08-23	2015-08-29	south_O	26.12	TRUE	6
WFM	WFM10	WFM06	WFM_10_06	south	south_O	2015-08-23	2015-08-29	south_O	33.38	TRUE	6
WFM	WFM06	WFM04	WFM_06_04	south	south_O	2015-08-23	2015-08-29	NA	NA	NA	6
CUR	CUR04	CUR01	CUR_04_01	south	south_O	2015-08-23	2015-08-30	south_O	26.29	TRUE	7
NMT	NMT11	NMT09	NMT_11_09	south	south_O	2015-08-23	2015-08-29	south_O	28.44	TRUE	6
RCK	RCK13	RCK12	RCK_13_12	south	south_O	2015-08-23	2015-09-02	south_O	11.14	TRUE	10
CUR	CUR13	CUR11	CUR_13_11	south	south_O	2015-08-23	2015-08-31	south_O	30.51	TRUE	8
NMT	NMT04	NMT02	NMT_04_02	south	south_O	2015-08-23	2015-08-29	south_O	26.02	TRUE	6
LIJ	LIJ03	LIJ01	LIJ_03_01	south	south_O	2015-08-23	2015-08-31	south_O	28.46	TRUE	8
RCK	RCK01	RCK14	RCK_01_14	south	south_O	2015-08-23	2015-09-03	NA	NA	NA	11
LIJ	LIJ08	LIJ05	LIJ_08_05	south	south_O	2015-08-23	2015-09-01	south_O	25.81	TRUE	9
NMT	NMT09	NMT06	NMT_09_06	south	south_O	2015-08-23	2015-08-29	south_O	NA	FALSE	6
CUR	CUR15	CUR12	CUR_15_12	south	south_O	2015-08-23	2015-09-01	south_O	39.31	TRUE	9
NMT	NMT07	NMT05	NMT_07_05	south	south_O	2015-08-23	2015-08-29	south_O	35.13	TRUE	6
WFM	WFM15	WFM11	WFM_15_11	south	south_O	2015-08-23	2015-08-29	south_O	27	TRUE	6
WFM	WFM12	WFM09	WFM_12_09	south	south_O	2015-08-23	2015-08-28	south_O	22.59	TRUE	5
CUR	CUR02	CUR13	CUR_02_13	south	south_O	2015-08-23	2015-08-28	south_O	30.69	TRUE	5
NMT	NMT02	NMT15	NMT_02_15	south	south_O	2015-08-23	2015-08-29	south_O	31.32	TRUE	6
NMT	NMT01	NMT13	NMT_01_13	south	south_O	2015-08-23	2015-08-30	south_O	30.34	TRUE	7
WFM	WFM03	WFM15	WFM_03_15	south	south_O	2015-08-23	2015-08-29	south_O	33.97	TRUE	6
CUR	CUR14	CUR11	CUR_14_11	south	south_O	2015-08-23	2015-09-11	NA	NA	NA	19
LIJ	LIJ03	LIJ15	LIJ_03_15	south	south_O	2015-08-23	2015-09-01	NA	NA	NA	9
NMT	NMT12	NMT11	NMT_12_11	south	south_O	2015-08-23	2015-08-30	south_O	37.55	TRUE	7
LIJ	LIJ14	LIJ10	LIJ_14_10	south	south_O	2015-08-23	2015-08-29	south_O	15.77	TRUE	6
RCK	RCK11	RCK10	RCK_11_10	south	south_O	2015-08-23	2015-09-01	NA	NA	NA	9
CUR	CUR10	CUR08	CUR_10_08	south	south_O	2015-08-23	2015-08-29	south_O	24.67	TRUE	6
NMT	NMT15	NMT12	NMT_15_12	south	south_O	2015-08-23	2015-08-29	south_O	20.89	TRUE	6
WFM	WFM14	WFM11	WFM_14_11	south	south_O	2015-08-23	2015-08-28	south_O	33.71	TRUE	5
LIJ	LIJ09	LIJ06	LIJ_09_06	south	south_O	2015-08-23	2015-08-30	south_O	20.17	TRUE	7
WFM	WFM09	WFM06	WFM_09_06	south	south_O	2015-08-23	2015-08-28	south_O	31.82	TRUE	5
NMT	NMT14	NMT11	NMT_14_11	south	south_O	2015-08-23	2015-08-29	south_O	46.6	TRUE	6
NMT	NMT04	NMT03	NMT_04_03	south	south_O	2015-08-23	2015-08-31	south_O	21.62	TRUE	8
CUR	CUR07	CUR05	CUR_07_05	south	south_O	2015-08-23	2015-08-30	south_O	45.28	TRUE	7
WFM	WFM15	WFM14	WFM_15_14	south	south_O	2015-08-23	2015-08-28	south_O	38.6	TRUE	5
RCK	RCK05	RCK04	RCK_05_04	south	south_O	2015-08-23	2015-08-31	south_O	11.22	FALSE	8
WFM	WFM01	WFM13	WFM_01_13	south	south_O	2015-08-23	2015-08-29	south_O	31.57	TRUE	6
RCK	RCK09	RCK06	RCK_09_06	south	south_O	2015-08-23	2015-08-31	south_O	26.22	TRUE	8
NMT	NMT08	NMT05	NMT_08_05	south	south_O	2015-08-23	2015-08-29	south_O	35.46	TRUE	6
LIJ	LIJ10	LIJ06	LIJ_10_06	south	south_O	2015-08-23	2015-08-30	south_O	25.76	TRUE	7
RCK	RCK07	RCK05	RCK_07_05	south	south_O	2015-08-23	2015-08-30	south_O	31.73	TRUE	7
RCK	RCK02	RCK01	RCK_02_01	south	south_O	2015-08-23	2015-09-05	NA	NA	NA	13
NMT	NMT13	NMT10	NMT_13_10	south	south_O	2015-08-23	2015-08-28	south_O	34.2	TRUE	5
CUR	CUR10	CUR06	CUR_10_06	south	south_O	2015-08-23	2015-08-29	south_O	44.48	TRUE	6
WFM	WFM07	WFM04	WFM_07_04	south	south_O	2015-08-23	2015-08-28	south_O	24.82	TRUE	5
CUR	CUR01	CUR14	CUR_01_14	south	south_O	2015-08-23	2015-08-30	south_O	30.42	TRUE	7
WFM	WFM04	WFM02	WFM_04_02	south	south_O	2015-08-23	2015-08-31	south_O	26.46	FALSE	8
CUR	CUR10	CUR07	CUR_10_07	south	south_O	2015-08-23	2015-08-29	south_O	33.96	TRUE	6
RCK	RCK15	RCK13	RCK_15_13	south	south_O	2015-08-23	2015-08-31	south_O	33.76	TRUE	8
CUR	CUR05	CUR02	CUR_05_02	south	south_O	2015-08-23	2015-08-29	south_O	40.36	TRUE	6
WFM	WFM13	WFM11	WFM_13_11	south	south_O	2015-08-23	2015-08-28	south_O	17.54	TRUE	5
NMT	NMT13	NMT11	NMT_13_11	south	south_O	2015-08-23	2015-08-28	south_O	29.68	FALSE	5
CUR	CUR02	CUR15	CUR_02_15	south	south_O	2015-08-23	2015-08-29	south_O	18.16	TRUE	6
NMT	NMT02	NMT14	NMT_02_14	south	south_O	2015-08-23	2015-08-29	south_O	36.24	TRUE	6
NMT	NMT15	NMT14	NMT_15_14	south	south_O	2015-08-23	2015-08-29	south_O	52.31	TRUE	6
NMT	NMT05	NMT04	NMT_05_04	south	south_O	2015-08-23	2015-08-30	south_O	43.86	TRUE	7
NMT	NMT06	NMT05	NMT_06_05	south	south_O	2015-08-23	2015-08-29	south_O	37.98	TRUE	6
LIJ	LIJ03	LIJ14	LIJ_03_14	south	south_O	2015-08-23	2015-08-30	south_O	28.4	TRUE	7
WFM	WFM03	WFM02	WFM_03_02	south	south_O	2015-08-23	2015-09-01	south_O	21.79	TRUE	9
CUR	CUR05	CUR03	CUR_05_03	south	south_O	2015-08-23	2015-09-02	south_O	50.58	TRUE	10
RCK	RCK10	RCK09	RCK_10_09	south	south_O	2015-08-23	2015-08-30	south_O	26.37	TRUE	7
WFM	WFM02	WFM15	WFM_02_15	south	south_O	2015-08-23	2015-08-29	south_O	43.61	TRUE	6
RCK	RCK03	RCK15	RCK_03_15	south	south_O	2015-08-23	2015-08-31	south_O	45.59	TRUE	8
WFM	WFM01	WFM14	WFM_01_14	south	south_O	2015-08-23	2015-08-29	south_O	35.65	TRUE	6
RCK	RCK13	RCK11	RCK_13_11	south	south_O	2015-08-23	2015-09-01	south_O	15.38	TRUE	9
RCK	RCK02	RCK15	RCK_02_15	south	south_O	2015-08-23	2015-09-01	south_O	29.77	TRUE	9
WFM	WFM14	WFM12	WFM_14_12	south	south_O	2015-08-23	2015-08-29	NA	NA	NA	6
CUR	CUR11	CUR08	CUR_11_08	south	south_O	2015-08-23	2015-08-28	south_O	29.64	TRUE	5
NMT	NMT09	NMT07	NMT_09_07	south	south_O	2015-08-23	2015-09-01	south_O	24.26	TRUE	9
