"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"LIJ","LIJ10","LIJ06","LIJ_10_06","north","north_O","N","2015-08-04",NA,"north_O",NA,"NO"
"NMT","NMT02","NMT14","NMT_02_14","north","north_O","Y","2015-08-04","2015-08-11","north_O",43.4,"YES"
"WFM","WFM11","WFM08","WFM_11_08","north","north_O","Y","2015-08-04","2015-08-11","north_O",43.13,"YES"
"WFM","WFM06","WFM03","WFM_06_03","north","north_O","Y","2015-08-04","2015-08-10","north_O",32.23,"YES"
"LIJ","LIJ08","LIJ06","LIJ_08_06","north","north_O","N","2015-08-04",NA,"north_O",NA,"NO"
"CUR","CUR12","CUR08","CUR_12_08","north","north_O","Y","2015-08-04","2015-08-11","north_O",29.03,"YES"
"LIJ","LIJ15","LIJ12","LIJ_15_12","north","north_O","N","2015-08-04",NA,"",NA,NA
"RCK","RCK09","RCK08","RCK_09_08","north","north_O","N","2015-08-04",NA,"north_O",NA,"NO"
"LIJ","LIJ03","LIJ01","LIJ_03_01","north","north_O","Y","2015-08-04","2015-08-14","north_O",22.57,"YES"
"WFM","WFM13","WFM09","WFM_13_09","north","north_O","Y","2015-08-04","2015-08-16","north_O",24.65,"YES"
"LIJ","LIJ10","LIJ07","LIJ_10_07","north","north_O","N","2015-08-04",NA,"",NA,NA
"WFM","WFM12","WFM09","WFM_12_09","north","north_O","N","2015-08-04",NA,"",NA,NA
"NMT","NMT10","NMT07","NMT_10_07","north","north_O","Y","2015-08-04","2015-08-16","north_O",39.85,"YES"
"CUR","CUR02","CUR14","CUR_02_14","north","north_O","N","2015-08-04",NA,"",NA,NA
"WFM","WFM02","WFM13","WFM_02_13","north","north_O","Y","2015-08-04","2015-08-10","north_O",39.25,"YES"
"CUR","CUR05","CUR02","CUR_05_02","north","north_O","Y","2015-08-04","2015-08-11","north_O",33.75,"YES"
"CUR","CUR14","CUR11","CUR_14_11","north","north_O","Y","2015-08-04","2015-08-11","north_O",39.49,"YES"
"RCK","RCK11","RCK10","RCK_11_10","north","north_O","N","2015-08-04",NA,"",NA,NA
"NMT","NMT13","NMT11","NMT_13_11","north","north_O","N","2015-08-04",NA,"north_O",NA,"NO"
"RCK","RCK05","RCK04","RCK_05_04","north","north_O","N","2015-08-04",NA,"",NA,NA
"CUR","CUR02","CUR13","CUR_02_13","north","north_O","N","2015-08-04",NA,"",NA,NA
"LIJ","LIJ11","LIJ09","LIJ_11_09","north","north_O","Y","2015-08-04","2015-08-12","north_O",46.02,"YES"
"WFM","WFM01","WFM13","WFM_01_13","north","north_O","Y","2015-08-04","2015-08-17","north_O",58.49,"YES"
"WFM","WFM03","WFM02","WFM_03_02","north","north_O","N","2015-08-04",NA,"",NA,NA
"NMT","NMT06","NMT04","NMT_06_04","north","north_O","Y","2015-08-04","2015-08-12","north_O",40.56,"YES"
"WFM","WFM05","WFM03","WFM_05_03","north","north_O","Y","2015-08-04","2015-08-17","north_O",24.51,"YES"
"RCK","RCK07","RCK06","RCK_07_06","north","north_O","Y","2015-08-04","2015-08-17","north_O",23.47,"YES"
"RCK","RCK03","RCK01","RCK_03_01","north","north_P","Y","2015-08-04","2015-08-17","north_P",20.19,"NO"
"CUR","CUR13","CUR10","CUR_13_10","north","north_P","Y","2015-08-04","2015-08-11","north_P",22.89,"NO"
"RCK","RCK15","RCK12","RCK_15_12","north","north_P","Y","2015-08-04","2015-08-14","north_P",21.98,"NO"
"RCK","RCK01","RCK14","RCK_01_14","north","north_P","N","2015-08-04",NA,"",NA,NA
"WFM","WFM15","WFM13","WFM_15_13","north","north_P","N","2015-08-04",NA,"",NA,NA
"WFM","WFM13","WFM09","WFM_13_09","north","north_P","N","2015-08-04",NA,"",NA,NA
"WFM","WFM02","WFM15","WFM_02_15","north","north_P","Y","2015-08-04","2015-08-12","north_P",26.56,"NO"
"CUR","CUR04","CUR15","CUR_04_15","north","north_P","Y","2015-08-04","2015-08-17","north_P",23.79,"YES"
"RCK","RCK13","RCK12","RCK_13_12","north","north_P","N","2015-08-04",NA,"",NA,NA
"RCK","RCK12","RCK10","RCK_12_10","north","north_P","Y","2015-08-04","2015-08-18","north_P",22.83,"YES"
"RCK","RCK08","RCK07","RCK_08_07","north","north_P","N","2015-08-04",NA,"",NA,NA
"RCK","RCK08","RCK06","RCK_08_06","north","north_P","Y","2015-08-04","2015-08-25","north_P",NA,"NO"
"RCK","RCK04","RCK01","RCK_04_01","north","north_P","N","2015-08-04",NA,"",NA,NA
"CUR","CUR09","CUR06","CUR_09_06","north","north_P","Y","2015-08-04","2015-08-10","north_P",23.46,"NO"
"CUR","CUR12","CUR09","CUR_12_09","north","north_P","Y","2015-08-04","2015-08-13","north_P",27.49,"YES"
"CUR","CUR05","CUR02","CUR_05_02","north","north_P","Y","2015-08-04","2015-08-11","north_P",38.68,"YES"
"WFM","WFM01","WFM12","WFM_01_12","north","north_P","Y","2015-08-04","2015-08-10","north_P",38.76,"YES"
"CUR","CUR12","CUR10","CUR_12_10","north","north_P","Y","2015-08-04","2015-08-10","north_P",30.81,"YES"
"NMT","NMT05","NMT04","NMT_05_04","north","north_P","Y","2015-08-04","2015-08-25","north_P",19.83,"NO"
"NMT","NMT10","NMT07","NMT_10_07","north","north_P","N","2015-08-04",NA,"",NA,NA
"CUR","CUR11","CUR07","CUR_11_07","north","north_P","Y","2015-08-04","2015-08-12","north_P",33.37,"NO"
"CUR","CUR12","CUR08","CUR_12_08","north","north_P","Y","2015-08-04","2015-08-25","north_P",18.62,"NO"
"WFM","WFM14","WFM12","WFM_14_12","north","north_P","N","2015-08-04",NA,"",NA,NA
"LIJ","LIJ02","LIJ15","LIJ_02_15","north","north_P","N","2015-08-04",NA,"",NA,NA
"RCK","RCK03","RCK02","RCK_03_02","north","north_P","N","2015-08-04",NA,"",NA,NA
"LIJ","LIJ08","LIJ03","LIJ_08_03","north","north_P","N","2015-08-04",NA,"north_P",NA,"NO"
"WFM","WFM14","WFM11","WFM_14_11","north","north_P","Y","2015-08-04","2015-08-11","north_P",31.02,"NO"
"WFM","WFM10","WFM09","WFM_10_09","north","north_P","N","2015-08-04",NA,"north_P",NA,"NO"
"LIJ","LIJ09","LIJ07","LIJ_09_07","north","north_P","Y","2015-08-04","2015-08-17","north_P",NA,"NO"
"CUR","CUR13","CUR09","CUR_13_09","north","north_P","Y","2015-08-04","2015-08-11","north_P",29.32,"YES"
"RCK","RCK01","RCK13","RCK_01_13","north","north_P","Y","2015-08-04","2015-08-17","north_P",13.11,"NO"
"LIJ","LIJ06","LIJ03","LIJ_06_03","north","north_P","Y","2015-08-04","2015-08-13","north_P",33.01,"YES"
"CUR","CUR01","CUR13","CUR_01_13","north","north_P","Y","2015-08-04","2015-08-11","north_P",38.81,"YES"
